"","review_scores_rating","high_booking_rate"
"209",88,1
"210",100,0
"211",100,0
"212",96,1
"213",89,0
"214",80,0
"215",80,0
"216",92,1
"217",90,0
"218",99,1
"219",96,0
"220",87,0
"221",100,0
"222",100,0
"223",99,1
"224",97,1
"225",100,0
"226",100,0
"227",100,0
"228",85,0
"229",94,1
"230",92,1
"231",100,0
"232",100,0
"233",100,0
"234",91,0
"235",94,1
"236",87,0
"237",87,0
"238",93,0
"239",100,0
"240",100,0
"241",94,1
"242",97,0
"243",99,1
"244",99,0
"245",96,0
"246",99,1
"247",93,0
"248",98,0
"249",100,0
"250",88,0
"251",80,0
"252",93,0
"253",99,0
"254",100,0
"255",80,0
"256",87,0
"257",97,0
"258",85,0
"259",99,0
"260",90,0
"261",94,0
"262",96,1
"263",100,0
"264",90,0
"265",99,0
"266",93,0
"267",92,0
"268",100,0
"269",96,0
"270",97,0
"271",94,1
"272",87,0
"273",90,1
"274",60,0
"275",93,0
"276",98,0
"277",60,0
"278",95,0
"279",98,0
"280",96,0
"281",87,0
"282",95,0
"283",100,0
"284",100,0
"285",98,1
"286",92,1
"287",89,1
"288",89,0
"289",90,0
"290",97,0
"291",98,0
"292",98,1
"293",93,0
"294",94,0
"295",90,1
"296",100,1
"297",96,0
"298",90,0
"299",92,1
"300",100,0
"301",88,0
"302",98,0
"303",88,1
"304",100,0
"305",100,1
"306",90,0
"307",93,0
"308",100,0
"309",90,0
"310",94,0
"311",100,0
"312",100,0
"313",81,0
"314",90,0
"315",90,0
"316",100,0
"317",67,0
"318",100,0
"319",99,1
"320",80,0
"321",100,0
"322",94,0
"323",65,0
"324",99,1
"325",98,1
"326",99,0
"327",100,0
"328",100,0
"329",99,1
"330",100,0
"331",96,0
"332",100,0
"333",100,0
"334",94,1
"335",98,1
"336",94,0
"337",88,1
"338",93,1
"339",99,0
"340",93,0
"341",100,0
"342",100,0
"343",99,1
"344",100,0
"345",100,0
"346",93,1
"347",90,0
"348",99,0
"349",98,0
"350",90,1
"351",97,0
"352",96,0
"353",98,0
"354",95,1
"355",97,0
"356",96,1
"357",80,0
"358",95,0
"359",97,1
"360",100,0
"361",92,0
"362",100,0
"363",100,0
"364",96,1
"365",90,0
"366",94,1
"367",98,1
"368",96,0
"369",99,0
"370",98,1
"371",100,0
"372",99,0
"373",100,0
"374",97,1
"375",100,1
"376",98,1
"377",100,0
"378",93,1
"379",100,0
"380",98,1
"381",90,0
"382",99,0
"383",100,0
"384",100,0
"385",89,0
"386",95,0
"387",92,1
"388",100,0
"389",100,0
"390",96,1
"391",89,0
"392",97,0
"393",100,0
"394",80,0
"395",97,0
"396",96,0
"397",100,0
"398",93,0
"399",100,0
"400",91,0
"401",95,0
"402",100,0
"403",100,0
"404",96,1
"405",97,0
"406",100,0
"407",85,1
"408",91,0
"409",100,0
"410",97,1
"411",100,0
"412",93,1
"413",100,0
"414",98,1
"415",96,0
"416",93,0
"417",40,0
"418",92,0
"419",94,1
"420",89,1
"421",100,0
"422",96,0
"423",95,1
"424",98,0
"425",80,0
"426",98,0
"427",98,0
"428",95,0
"429",88,0
"430",100,0
"431",97,0
"432",89,0
"433",95,0
"434",91,1
"435",90,1
"436",87,1
"437",90,0
"438",97,0
"439",99,0
"440",100,0
"441",100,0
"442",97,1
"443",96,0
"444",100,0
"445",96,0
"446",99,1
"447",99,0
"448",93,0
"449",98,0
"450",98,1
"451",93,1
"452",100,0
"453",93,1
"454",80,0
"455",90,1
"456",100,0
"457",92,0
"458",94,0
"459",95,1
"460",100,0
"461",85,1
"462",94,0
"463",100,0
"464",90,0
"465",96,0
"466",97,0
"467",95,0
"468",96,0
"469",100,0
"470",80,0
"471",100,1
"472",100,0
"473",91,0
"474",93,0
"475",100,0
"476",96,0
"477",95,1
"478",94,1
"479",91,1
"480",89,0
"481",90,0
"482",76,1
"483",100,1
"484",96,0
"485",95,1
"486",98,0
"487",100,1
"488",80,0
"489",98,1
"490",100,0
"491",95,0
"492",100,0
"493",96,0
"494",100,1
"495",98,1
"496",91,0
"497",100,1
"498",93,0
"499",97,1
"500",100,0
"501",60,0
"502",93,1
"503",100,0
"504",99,0
"505",96,1
"506",100,0
"507",95,0
"508",99,0
"509",89,0
"510",98,1
"511",100,0
"512",100,0
"513",94,0
"514",96,1
"515",91,0
"516",81,1
"517",100,0
"518",100,0
"519",87,0
"520",95,0
"521",89,1
"522",91,0
"523",100,0
"524",99,0
"525",96,0
"526",83,0
"527",95,0
"528",97,1
"529",99,0
"530",93,1
"531",97,1
"532",98,1
"533",97,0
"534",80,0
"535",100,0
"536",93,0
"537",97,0
"538",100,0
"539",100,1
"540",94,1
"541",97,0
"542",100,0
"543",91,0
"544",100,0
"545",100,1
"546",87,0
"547",100,0
"548",99,0
"549",94,1
"550",90,0
"551",94,0
"552",97,1
"553",88,0
"554",98,1
"555",89,0
"556",99,1
"557",100,0
"558",91,0
"559",95,0
"560",96,0
"561",98,0
"562",100,0
"563",100,0
"564",87,1
"565",93,0
"566",93,0
"567",100,0
"568",98,1
"569",90,0
"570",100,0
"571",100,0
"572",100,0
"573",92,0
"574",100,0
"575",100,0
"576",100,0
"577",87,0
"578",98,1
"579",99,0
"580",94,1
"581",99,1
"582",100,0
"583",80,0
"584",99,1
"585",100,0
"586",100,0
"587",98,1
"588",95,0
"589",100,0
"590",100,1
"591",100,0
"592",97,0
"593",100,0
"594",93,0
"595",100,0
"596",96,0
"597",99,0
"598",97,0
"599",99,0
"600",80,0
"601",100,0
"602",87,0
"603",86,1
"604",100,0
"605",93,0
"606",100,0
"607",97,0
"608",90,0
"609",100,0
"610",100,0
"611",100,0
"612",97,0
"613",96,1
"614",89,0
"615",100,0
"616",80,0
"617",90,0
"618",80,0
"619",95,0
"620",98,0
"621",100,0
"622",100,0
"623",100,0
"624",100,0
"625",98,0
"626",99,0
"627",95,0
"628",100,0
"629",98,0
"630",73,0
"631",95,0
"632",88,0
"633",98,1
"634",100,0
"635",93,0
"636",100,1
"637",92,0
"638",91,1
"639",100,0
"640",98,1
"641",93,0
"642",94,0
"643",93,0
"644",86,0
"645",93,0
"646",90,1
"647",94,1
"648",91,0
"649",100,0
"650",96,0
"651",99,0
"652",98,0
"653",98,0
"654",73,1
"655",94,0
"656",93,1
"657",80,0
"658",96,0
"659",97,0
"660",80,0
"661",98,0
"662",100,0
"663",77,0
"664",100,0
"665",96,0
"666",100,0
"667",100,0
"668",97,0
"669",91,0
"670",100,0
"671",91,1
"672",99,1
"673",98,0
"674",100,1
"675",93,1
"676",92,0
"677",100,0
"678",95,0
"679",93,1
"680",96,1
"681",100,0
"682",100,0
"683",97,0
"684",100,0
"685",100,0
"686",97,1
"687",95,1
"688",90,1
"689",93,0
"690",81,1
"691",100,0
"692",80,1
"693",100,0
"694",72,0
"695",98,1
"696",100,0
"697",67,1
"698",92,0
"699",100,0
"700",99,0
"701",90,0
"702",98,0
"703",100,0
"704",81,1
"705",97,0
"706",94,0
"707",96,1
"708",100,0
"709",97,0
"710",100,0
"711",100,0
"712",97,0
"713",95,0
"714",88,0
"715",93,0
"716",93,0
"717",93,0
"718",96,1
"719",87,1
"720",99,1
"721",100,0
"722",92,0
"723",97,1
"724",93,0
"725",98,0
"726",100,0
"727",100,0
"728",88,0
"729",97,1
"730",96,0
"731",99,0
"732",86,0
"733",90,1
"734",95,0
"735",100,0
"736",96,0
"737",94,1
"738",79,0
"739",87,0
"740",96,1
"741",93,0
"742",100,0
"743",73,0
"744",92,1
"745",98,0
"746",89,1
"747",89,0
"748",99,1
"749",90,0
"750",98,0
"751",87,0
"752",90,1
"753",97,0
"754",95,0
"755",95,1
"756",100,0
"757",99,1
"758",97,0
"759",97,0
"760",100,0
"761",90,0
"762",90,0
"763",100,0
"764",97,0
"765",90,1
"766",99,0
"767",94,1
"768",100,1
"769",60,0
"770",100,0
"771",80,0
"772",80,0
"773",99,0
"774",97,1
"775",96,1
"776",99,0
"777",87,0
"778",100,0
"779",100,0
"780",80,0
"781",97,0
"782",97,1
"783",100,0
"784",100,0
"785",86,0
"786",91,1
"787",100,0
"788",100,0
"789",95,1
"790",96,0
"791",100,0
"792",100,1
"793",99,0
"794",99,1
"795",93,0
"796",80,0
"797",100,0
"798",93,0
"799",98,1
"800",97,1
"801",91,0
"802",75,0
"803",86,0
"804",100,1
"805",100,0
"806",100,0
"807",95,0
"808",100,0
"809",100,0
"810",80,0
"811",100,0
"812",100,0
"813",100,1
"814",95,1
"815",98,0
"816",100,0
"817",95,0
"818",100,0
"819",97,0
"820",100,0
"821",78,0
"822",98,0
"823",91,1
"824",100,0
"825",70,0
"826",100,0
"827",100,0
"828",92,0
"829",94,0
"830",90,0
"831",98,0
"832",92,1
"833",100,0
"834",100,0
"835",95,0
"836",93,1
"837",98,1
"838",90,0
"839",99,1
"840",94,1
"841",100,0
"842",100,0
"843",88,0
"844",97,0
"845",80,0
"846",92,0
"847",95,1
"848",94,0
"849",80,0
"850",95,0
"851",87,0
"852",100,0
"853",100,0
"854",97,0
"855",100,0
"856",100,0
"857",87,0
"858",80,0
"859",100,0
"860",100,0
"861",100,0
"862",94,0
"863",96,0
"864",40,0
"865",95,0
"866",100,0
"867",93,0
"868",92,0
"869",98,0
"870",96,0
"871",100,0
"872",95,0
"873",100,0
"874",100,1
"875",93,0
"876",91,0
"877",99,0
"878",98,1
"879",100,0
"880",97,1
"881",100,0
"882",96,1
"883",94,0
"884",100,0
"885",90,0
"886",100,0
"887",100,1
"888",100,0
"889",95,1
"890",87,0
"891",100,0
"892",80,0
"893",96,0
"894",95,0
"895",93,1
"896",100,0
"897",100,0
"898",89,0
"899",100,0
"900",100,0
"901",92,0
"902",90,0
"903",99,1
"904",84,0
"905",97,0
"906",97,0
"907",91,0
"908",98,0
"909",93,0
"910",80,0
"911",93,1
"912",94,0
"913",80,0
"914",90,0
"915",96,0
"916",98,1
"917",100,0
"918",97,1
"919",100,0
"920",97,1
"921",97,0
"922",90,0
"923",98,0
"924",98,1
"925",91,0
"926",92,0
"927",93,0
"928",99,0
"929",90,0
"930",80,0
"931",96,0
"932",100,0
"933",94,0
"934",100,0
"935",98,0
"936",100,0
"937",97,1
"938",93,0
"939",97,1
"940",100,0
"941",98,0
"942",97,1
"943",88,0
"944",100,1
"945",100,0
"946",100,0
"947",82,0
"948",100,0
"949",100,0
"950",80,0
"951",93,0
"952",85,0
"953",98,0
"954",73,0
"955",97,0
"956",97,0
"957",98,0
"958",99,1
"959",90,1
"960",100,0
"961",87,0
"962",100,0
"963",97,0
"964",94,0
"965",90,0
"966",80,0
"967",87,1
"968",100,0
"969",98,0
"970",100,0
"971",92,1
"972",100,1
"973",100,0
"974",100,0
"975",86,0
"976",95,0
"977",99,0
"978",97,0
"979",99,1
"980",70,0
"981",100,0
"982",100,0
"983",87,1
"984",100,0
"985",98,1
"986",100,0
"987",80,0
"988",100,0
"989",100,0
"990",100,1
"991",100,0
"992",95,1
"993",94,0
"994",97,0
"995",100,0
"996",97,1
"997",95,1
"998",100,0
"999",100,1
"1000",95,1
"1001",100,0
"1002",98,1
"1003",90,0
"1004",100,0
"1005",100,0
"1006",87,1
"1007",93,1
"1008",93,1
"1009",85,0
"1010",99,0
"1011",100,1
"1012",97,0
"1013",87,0
"1014",90,0
"1015",100,0
"1016",100,0
"1017",99,0
"1018",100,0
"1019",100,0
"1020",98,0
"1021",94,0
"1022",96,1
"1023",99,0
"1024",100,0
"1025",96,0
"1026",100,0
"1027",100,0
"1028",91,1
"1029",100,0
"1030",100,1
"1031",98,0
"1032",80,0
"1033",100,0
"1034",100,1
"1035",100,0
"1036",86,0
"1037",100,0
"1038",80,0
"1039",100,0
"1040",100,0
"1041",96,1
"1042",93,0
"1043",98,1
"1044",100,0
"1045",100,0
"1046",100,0
"1047",100,0
"1048",98,0
"1049",100,0
"1050",90,0
"1051",93,0
"1052",96,1
"1053",91,0
"1054",91,0
"1055",92,0
"1056",87,0
"1057",99,0
"1058",95,0
"1059",100,0
"1060",92,0
"1061",90,0
"1062",93,1
"1063",75,0
"1064",86,1
"1065",100,1
"1066",80,0
"1067",100,0
"1068",100,0
"1069",90,0
"1070",95,1
"1071",98,0
"1072",98,1
"1073",100,0
"1074",97,0
"1075",99,1
"1076",98,0
"1077",100,0
"1078",93,0
"1079",96,1
"1080",100,0
"1081",100,0
"1082",97,0
"1083",93,0
"1084",99,1
"1085",100,0
"1086",90,0
"1087",99,0
"1088",97,0
"1089",80,0
"1090",98,0
"1091",100,0
"1092",96,1
"1093",100,0
"1094",80,0
"1095",95,0
"1096",93,0
"1097",100,0
"1098",100,1
"1099",100,0
"1100",94,1
"1101",97,0
"1102",100,0
"1103",99,0
"1104",95,0
"1105",97,0
"1106",100,0
"1107",91,0
"1108",92,1
"1109",100,0
"1110",100,1
"1111",100,0
"1112",91,0
"1113",100,1
"1114",100,0
"1115",100,0
"1116",100,0
"1117",96,1
"1118",90,0
"1119",97,0
"1120",97,1
"1121",100,1
"1122",90,1
"1123",91,0
"1124",99,0
"1125",97,0
"1126",100,0
"1127",96,0
"1128",100,0
"1129",99,1
"1130",100,0
"1131",87,0
"1132",80,0
"1133",98,0
"1134",90,0
"1135",98,1
"1136",98,0
"1137",90,0
"1138",94,1
"1139",94,0
"1140",100,0
"1141",100,0
"1142",96,1
"1143",100,0
"1144",99,1
"1145",97,1
"1146",80,0
"1147",99,1
"1148",100,0
"1149",96,0
"1150",90,0
"1151",95,1
"1152",98,0
"1153",82,0
"1154",96,0
"1155",97,0
"1156",100,0
"1157",100,0
"1158",80,0
"1159",98,0
"1160",92,1
"1161",80,0
"1162",100,0
"1163",100,0
"1164",100,0
"1165",93,1
"1166",87,0
"1167",100,0
"1168",95,0
"1169",99,0
"1170",97,1
"1171",98,0
"1172",100,0
"1173",96,0
"1174",100,1
"1175",98,0
"1176",90,0
"1177",72,0
"1178",100,0
"1179",92,1
"1180",94,0
"1181",97,0
"1182",97,0
"1183",94,1
"1184",100,0
"1185",97,0
"1186",100,1
"1187",97,1
"1188",98,1
"1189",100,0
"1190",95,0
"1191",98,0
"1192",91,0
"1193",90,0
"1194",94,0
"1195",99,0
"1196",80,0
"1197",97,0
"1198",100,1
"1199",100,0
"1200",100,0
"1201",98,1
"1202",88,0
"1203",94,0
"1204",95,0
"1205",97,0
"1206",80,0
"1207",98,1
"1208",100,0
"1209",93,0
"1210",100,0
"1211",95,0
"1212",97,0
"1213",100,0
"1214",89,0
"1215",98,1
"1216",100,0
"1217",93,0
"1218",80,0
"1219",75,0
"1220",99,1
"1221",99,1
"1222",65,0
"1223",84,0
"1224",96,1
"1225",100,0
"1226",99,1
"1227",94,0
"1228",98,0
"1229",98,1
"1230",91,0
"1231",95,0
"1232",100,0
"1233",100,0
"1234",90,0
"1235",99,1
"1236",98,0
"1237",100,0
"1238",98,0
"1239",95,0
"1240",98,1
"1241",80,0
"1242",87,0
"1243",88,1
"1244",99,1
"1245",98,0
"1246",100,0
"1247",100,0
"1248",92,0
"1249",90,0
"1250",99,0
"1251",97,0
"1252",95,0
"1253",80,0
"1254",89,1
"1255",88,0
"1256",87,1
"1257",85,1
"1258",100,0
"1259",100,0
"1260",93,0
"1261",95,1
"1262",99,0
"1263",98,0
"1264",100,0
"1265",98,0
"1266",81,1
"1267",100,0
"1268",98,0
"1269",90,1
"1270",99,1
"1271",96,0
"1272",88,0
"1273",84,0
"1274",92,0
"1275",96,1
"1276",100,0
"1277",100,0
"1278",100,0
"1279",100,0
"1280",99,1
"1281",98,0
"1282",91,0
"1283",90,0
"1284",96,0
"1285",93,0
"1286",98,0
"1287",94,1
"1288",92,1
"1289",95,0
"1290",100,0
"1291",84,1
"1292",87,1
"1293",96,0
"1294",96,1
"1295",97,0
"1296",100,0
"1297",100,0
"1298",96,0
"1299",98,0
"1300",100,1
"1301",99,1
"1302",100,0
"1303",95,1
"1304",80,0
"1305",99,0
"1306",100,0
"1307",100,0
"1308",92,1
"1309",99,0
"1310",89,0
"1311",94,1
"1312",92,1
"1313",90,0
"1314",96,0
"1315",93,0
"1316",94,1
"1317",100,0
"1318",90,0
"1319",99,1
"1320",98,0
"1321",98,1
"1322",93,0
"1323",80,0
"1324",97,1
"1325",95,1
"1326",100,1
"1327",97,1
"1328",89,1
"1329",81,0
"1330",90,1
"1331",85,0
"1332",60,0
"1333",100,0
"1334",97,0
"1335",100,0
"1336",100,0
"1337",95,0
"1338",100,0
"1339",100,0
"1340",100,0
"1341",88,0
"1342",91,0
"1343",90,0
"1344",95,0
"1345",95,1
"1346",96,1
"1347",91,1
"1348",100,0
"1349",40,0
"1350",98,0
"1351",99,0
"1352",91,0
"1353",90,1
"1354",93,0
"1355",86,1
"1356",90,0
"1357",60,0
"1358",86,0
"1359",80,0
"1360",93,1
"1361",90,1
"1362",100,0
"1363",94,0
"1364",97,1
"1365",90,0
"1366",73,0
"1367",100,0
"1368",90,0
"1369",100,0
"1370",77,0
"1371",88,0
"1372",100,0
"1373",100,0
"1374",80,0
"1375",99,0
"1376",89,0
"1377",96,0
"1378",97,0
"1379",98,0
"1380",91,0
"1381",90,0
"1382",92,1
"1383",100,0
"1384",96,0
"1385",92,0
"1386",87,0
"1387",60,0
"1388",99,0
"1389",93,0
"1390",97,1
"1391",94,0
"1392",99,0
"1393",91,0
"1394",97,0
"1395",98,0
"1396",99,1
"1397",100,0
"1398",91,0
"1399",100,0
"1400",100,0
"1401",98,1
"1402",95,1
"1403",95,1
"1404",97,0
"1405",80,0
"1406",87,0
"1407",80,0
"1408",100,0
"1409",99,0
"1410",89,0
"1411",98,1
"1412",67,0
"1413",100,0
"1414",95,0
"1415",91,0
"1416",93,0
"1417",94,0
"1418",100,0
"1419",84,0
"1420",94,1
"1421",97,0
"1422",90,0
"1423",100,0
"1424",93,0
"1425",95,1
"1426",92,1
"1427",93,1
"1428",100,0
"1429",89,0
"1430",100,0
"1431",100,0
"1432",73,0
"1433",99,1
"1434",100,0
"1435",100,0
"1436",93,0
"1437",97,0
"1438",95,0
"1439",95,0
"1440",100,0
"1441",92,0
"1442",60,0
"1443",100,0
"1444",90,0
"1445",98,0
"1446",88,0
"1447",96,0
"1448",100,0
"1449",100,0
"1450",100,0
"1451",100,0
"1452",100,0
"1453",91,0
"1454",84,0
"1455",94,0
"1456",95,0
"1457",100,0
"1458",98,1
"1459",100,0
"1460",95,0
"1461",85,1
"1462",85,0
"1463",92,1
"1464",80,0
"1465",90,0
"1466",98,1
"1467",99,0
"1468",100,0
"1469",100,0
"1470",68,0
"1471",99,1
"1472",99,1
"1473",100,0
"1474",97,1
"1475",99,0
"1476",98,0
"1477",100,1
"1478",96,0
"1479",100,0
"1480",100,0
"1481",98,0
"1482",94,1
"1483",86,0
"1484",99,1
"1485",96,0
"1486",93,1
"1487",94,0
"1488",95,1
"1489",94,0
"1490",95,0
"1491",90,0
"1492",100,0
"1493",94,0
"1494",96,0
"1495",98,0
"1496",80,1
"1497",89,0
"1498",85,0
"1499",86,1
"1500",90,0
"1501",80,0
"1502",94,0
"1503",100,0
"1504",87,0
"1505",100,0
"1506",95,0
"1507",93,0
"1508",98,0
"1509",92,0
"1510",89,1
"1511",98,1
"1512",100,0
"1513",99,0
"1514",100,0
"1515",95,1
"1516",100,0
"1517",99,1
"1518",94,1
"1519",99,1
"1520",99,1
"1521",93,0
"1522",98,1
"1523",60,0
"1524",96,1
"1525",100,0
"1526",93,0
"1527",89,0
"1528",90,0
"1529",96,0
"1530",100,0
"1531",95,0
"1532",93,0
"1533",100,0
"1534",80,0
"1535",97,0
"1536",88,0
"1537",100,0
"1538",95,0
"1539",100,0
"1540",100,0
"1541",100,0
"1542",100,0
"1543",94,1
"1544",100,0
"1545",100,0
"1546",99,0
"1547",99,0
"1548",87,1
"1549",100,0
"1550",100,0
"1551",95,0
"1552",100,1
"1553",80,0
"1554",100,0
"1555",100,0
"1556",100,0
"1557",95,1
"1558",99,0
"1559",96,1
"1560",100,0
"1561",92,1
"1562",98,1
"1563",97,1
"1564",99,0
"1565",80,0
"1566",90,0
"1567",97,1
"1568",80,0
"1569",98,0
"1570",100,0
"1571",100,0
"1572",100,0
"1573",97,0
"1574",100,0
"1575",100,0
"1576",100,0
"1577",90,0
"1578",93,1
"1579",95,0
"1580",97,1
"1581",87,0
"1582",100,0
"1583",92,0
"1584",80,0
"1585",97,1
"1586",95,0
"1587",95,1
"1588",100,1
"1589",100,0
"1590",87,0
"1591",96,0
"1592",100,1
"1593",100,1
"1594",100,0
"1595",100,0
"1596",97,0
"1597",97,1
"1598",98,1
"1599",98,0
"1600",95,1
"1601",100,0
"1602",94,0
"1603",100,0
"1604",99,1
"1605",100,0
"1606",100,0
"1607",100,1
"1608",100,0
"1609",92,0
"1610",93,0
"1611",98,0
"1612",99,1
"1613",100,0
"1614",100,0
"1615",97,0
"1616",94,1
"1617",90,1
"1618",100,0
"1619",100,0
"1620",84,0
"1621",98,0
"1622",95,1
"1623",100,0
"1624",100,0
"1625",100,0
"1626",100,0
"1627",97,0
"1628",95,0
"1629",92,0
"1630",93,0
"1631",100,0
"1632",100,0
"1633",100,0
"1634",100,0
"1635",96,0
"1636",100,0
"1637",100,0
"1638",100,0
"1639",90,0
"1640",95,0
"1641",95,0
"1642",100,0
"1643",90,0
"1644",100,0
"1645",100,0
"1646",99,0
"1647",99,1
"1648",100,0
"1649",96,1
"1650",100,0
"1651",100,0
"1652",97,0
"1653",20,0
"1654",80,0
"1655",94,0
"1656",100,0
"1657",98,1
"1658",91,0
"1659",100,0
"1660",100,0
"1661",82,0
"1662",100,0
"1663",93,0
"1664",100,1
"1665",67,0
"1666",97,1
"1667",94,0
"1668",98,0
"1669",98,1
"1670",93,0
"1671",100,0
"1672",99,1
"1673",100,0
"1674",85,0
"1675",94,0
"1676",75,0
"1677",100,0
"1678",100,0
"1679",91,0
"1680",99,0
"1681",100,0
"1682",91,0
"1683",95,0
"1684",89,0
"1685",90,0
"1686",100,0
"1687",91,1
"1688",100,0
"1689",100,0
"1690",94,0
"1691",92,1
"1692",88,0
"1693",98,0
"1694",95,0
"1695",97,0
"1696",93,0
"1697",100,0
"1698",95,0
"1699",98,1
"1700",100,0
"1701",100,0
"1702",97,1
"1703",87,0
"1704",100,0
"1705",100,0
"1706",99,1
"1707",95,1
"1708",100,0
"1709",91,1
"1710",100,0
"1711",100,1
"1712",98,0
"1713",97,1
"1714",97,0
"1715",70,0
"1716",98,1
"1717",98,0
"1718",92,1
"1719",60,0
"1720",93,0
"1721",100,0
"1722",100,0
"1723",80,0
"1724",93,0
"1725",98,1
"1726",100,1
"1727",95,1
"1728",100,1
"1729",98,0
"1730",100,0
"1731",92,1
"1732",99,0
"1733",87,0
"1734",95,1
"1735",88,0
"1736",80,0
"1737",98,1
"1738",97,1
"1739",100,1
"1740",93,1
"1741",95,0
"1742",90,1
"1743",100,0
"1744",90,0
"1745",100,0
"1746",93,0
"1747",93,0
"1748",99,1
"1749",98,0
"1750",98,1
"1751",94,1
"1752",99,1
"1753",90,0
"1754",96,0
"1755",97,1
"1756",99,0
"1757",93,0
"1758",94,0
"1759",99,0
"1760",97,0
"1761",98,0
"1762",94,0
"1763",94,1
"1764",100,0
"1765",97,0
"1766",100,0
"1767",100,0
"1768",98,0
"1769",100,0
"1770",95,1
"1771",91,0
"1772",83,0
"1773",100,0
"1774",100,0
"1775",100,0
"1776",92,0
"1777",60,0
"1778",95,0
"1779",100,0
"1780",92,0
"1781",97,1
"1782",97,1
"1783",88,0
"1784",87,0
"1785",94,0
"1786",92,0
"1787",100,0
"1788",100,1
"1789",88,0
"1790",99,1
"1791",100,0
"1792",94,1
"1793",95,0
"1794",95,0
"1795",97,0
"1796",78,0
"1797",100,0
"1798",96,0
"1799",85,0
"1800",98,0
"1801",80,0
"1802",96,0
"1803",100,0
"1804",99,0
"1805",99,0
"1806",100,0
"1807",100,0
"1808",96,0
"1809",89,1
"1810",98,0
"1811",85,0
"1812",96,0
"1813",89,1
"1814",100,0
"1815",98,0
"1816",96,1
"1817",100,0
"1818",84,0
"1819",97,0
"1820",87,0
"1821",88,0
"1822",86,1
"1823",100,0
"1824",100,0
"1825",93,0
"1826",94,0
"1827",98,0
"1828",94,1
"1829",98,0
"1830",100,0
"1831",91,1
"1832",93,0
"1833",77,0
"1834",96,1
"1835",100,0
"1836",94,0
"1837",100,0
"1838",100,1
"1839",87,1
"1840",96,1
"1841",67,0
"1842",90,0
"1843",97,0
"1844",93,0
"1845",87,0
"1846",100,0
"1847",99,1
"1848",100,0
"1849",73,0
"1850",100,0
"1851",85,1
"1852",98,0
"1853",90,1
"1854",90,0
"1855",100,1
"1856",85,1
"1857",96,0
"1858",93,0
"1859",100,0
"1860",98,0
"1861",97,0
"1862",75,0
"1863",100,0
"1864",94,0
"1865",96,0
"1866",93,0
"1867",90,0
"1868",87,1
"1869",60,0
"1870",97,0
